compound_name,num_experiments,num_species,num_taxa,num_pmids,median_effect,trimmed_mean_effect,sign_consistency,leave_one_species_out_stability,leave_one_taxon_out_stability,aggregation_stability,breadth_score,robustness_score,avg_significance_summary,max_significance_summary,taxa_present,species_present,pmids,evidence_tier,robust_flag,thin_evidence_reason,rank,empirical_p_value,null_exceedance_rate,null_z_score
Sevelamer,1,1,1,1,16.0,16.0,1.0,0.0,0.0,1.0,0.25,0.4535,S:1,blank:1,insect,Drosophila melanogaster,22942172,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,477,0.18081918081918083,0.18,0.7882071965291314
magnesium L-thiazolidine-4-carboxylate,1,1,1,1,16.0,16.0,1.0,0.0,0.0,1.0,0.25,0.4535,S:1,blank:1,insect,Drosophila melanogaster,118043,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,478,0.1918081918081918,0.191,0.7990324354268765
phenylethanoid glycosides,1,1,1,1,15.98,15.98,1.0,0.0,0.0,1.0,0.25,0.45348,S:1,blank:1,nematode,Caenorhabditis elegans,29185166,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,479,0.3206793206793207,0.32,0.5212519902699481
Indole,1,1,1,1,15.91,15.91,1.0,0.0,0.0,1.0,0.25,0.45341,S:1,blank:1,nematode,Caenorhabditis elegans,28827958,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,480,0.3436563436563437,0.343,0.5292508137701164
Chloramphenicol,1,1,1,1,15.8,15.8,1.0,0.0,0.0,1.0,0.25,0.4533,S:1,blank:1,nematode,Caenorhabditis elegans,23698443,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,481,0.3246753246753247,0.324,0.5507224724460623
Tiliroside,1,1,1,1,15.56,15.56,1.0,0.0,0.0,1.0,0.25,0.45306,S:1,blank:1,insect,Drosophila melanogaster,28887920,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,482,0.1998001998001998,0.199,0.7965316498145724
"1,2,3-Triazolyl ester of ketorolac",1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,S:1,blank:1,nematode,Caenorhabditis elegans,29760342,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,483,0.34765234765234765,0.347,0.5329379718624322
ABC53,1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,S:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,484,0.3076923076923077,0.307,0.5527087504905209
Aurintricarboxylic acid,1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,blank:1,blank:1,insect,Drosophila melanogaster,15621204,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,485,0.22377622377622378,0.223,0.7559049428126257
Cinnarizine,1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,486,0.3546453546453546,0.354,0.5272871500115158
DAPH,1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,487,0.34165834165834164,0.341,0.5140106120952681
Guanfacine hydrochloride,1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,488,0.36663336663336665,0.366,0.5374781786270688
Hexahydro-sila-diphenidol,1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,489,0.37662337662337664,0.376,0.5048775317608154
JT271-3,1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,490,0.3546453546453546,0.354,0.5655018543183641
Nicotinamide adenine dinucleotide,1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,blank:1,blank:1,nematode,Caenorhabditis elegans,19370397,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,491,0.34565434565434566,0.345,0.5475058054940654
Terreic acid,1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,S:1,blank:1,fungus,Saccharomyces cerevisiae,29186697,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,492,0.8461538461538461,0.846,0.16707315900010403
Vinpocetine,1,1,1,1,15.0,15.0,1.0,0.0,0.0,1.0,0.25,0.4525,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,493,0.36163836163836166,0.361,0.5580877313886748
Orotate,1,1,1,1,14.8,14.8,1.0,0.0,0.0,1.0,0.25,0.4523,S:1,blank:1,nematode,Caenorhabditis elegans,31232697,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,494,0.3706293706293706,0.37,0.510672250827957
"1,7-dimethylxanthine",1,1,1,1,14.75,14.75,1.0,0.0,0.0,1.0,0.25,0.45225,S:1,blank:1,nematode,Caenorhabditis elegans,30061824,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,495,0.3706293706293706,0.37,0.5493847233086863
Dibromoacetic acid,1,1,1,1,14.6,14.6,1.0,0.0,0.0,1.0,0.25,0.4521,S:1,blank:1,nematode,Caenorhabditis elegans,25556763,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,496,0.35364635364635366,0.353,0.5281200501333726
HA-1077,1,1,1,1,14.5,14.5,1.0,0.0,0.0,1.0,0.25,0.452,S:1,blank:1,insect,Drosophila melanogaster,22363408,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,497,0.2177822177822178,0.217,0.7520644174471739
Shi Quan Da Bu Wan,1,1,1,1,14.5,14.5,1.0,0.0,0.0,1.0,0.25,0.452,S:1,blank:1,nematode,Caenorhabditis elegans,24952637,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,498,0.3546453546453546,0.354,0.5056390656144453
Triiodothyronine,1,1,1,1,14.29,14.29,1.0,0.0,0.0,1.0,0.25,0.45179,S:1,blank:1,nematode,Caenorhabditis elegans,33851304,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,499,0.37362637362637363,0.373,0.5385862071475273
MAHMA-NONOate,1,1,1,1,14.1,14.1,1.0,0.0,0.0,1.0,0.25,0.4516,S:1,blank:1,nematode,Caenorhabditis elegans,23415229,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,500,0.37462537462537465,0.374,0.5252527173344185
(2R)-1-(1-benzofuran-2-yl)-N-propylpentane-2-amine,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,mammal,Rattus norvegicus,27777099,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,501,0.23976023976023977,0.239,0.8665003975970403
ABC52,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,502,0.3806193806193806,0.38,0.5330122338274832
Acanthophora spicifera extract,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,rotifer,Brachionus manjavacas,24120568,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,503,0.3306693306693307,0.33,0.25582056240031964
Ascr#2,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,nematode,Caenorhabditis elegans,23509272,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,504,0.37162837162837165,0.371,0.5425472630905093
BTCP hydrochloride,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,505,0.3856143856143856,0.385,0.5289979155111076
Black rice extract,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,insect,Drosophila melanogaster,22930061,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,506,0.25374625374625376,0.253,0.7523898171309162
Malate,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,nematode,Caenorhabditis elegans,23472183,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,507,0.3936063936063936,0.393,0.5244236925785364
Naftopidil dihydrochloride,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,508,0.36563436563436563,0.365,0.5522120034981289
Phosphatidylinositol ether lipid analogue 24,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,nematode,Caenorhabditis elegans,23543623,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,509,0.35764235764235763,0.357,0.5511091429131193
STX64,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,nematode,Caenorhabditis elegans,33397961,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,510,0.37162837162837165,0.371,0.49874170902619086
Spermine,1,1,1,1,14.0,14.0,1.0,0.0,0.0,1.0,0.25,0.4515,S:1,blank:1,mammal,Mus musculus,27841876,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,511,0.14085914085914086,0.14,0.8362953468394272
Naproxen,1,1,1,1,13.93,13.93,1.0,0.0,0.0,1.0,0.25,0.45143,S:1,blank:1,rotifer,Brachionus manjavacas,27484416,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,512,0.4165834165834166,0.416,0.28180920038013013
Sodium pyruvate,1,1,1,1,13.9,13.9,1.0,0.0,0.0,1.0,0.25,0.4514,S:1,blank:1,nematode,Caenorhabditis elegans,21040400,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,513,0.35264735264735264,0.352,0.5311618817622635
Huperzine A,1,1,1,1,13.8,13.8,1.0,0.0,0.0,1.0,0.25,0.4513,S:1,blank:1,nematode,Caenorhabditis elegans,23523941,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,514,0.3906093906093906,0.39,0.5366478415199949
Phaseolus vulgaris extract,1,1,1,1,13.2,13.2,1.0,0.0,0.0,1.0,0.25,0.4507,S:1,blank:1,nematode,Caenorhabditis elegans,20455573,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,515,0.4035964035964036,0.403,0.4705574259041748
cis-vaccenic acid,1,1,1,1,13.06,13.06,1.0,0.0,0.0,1.0,0.25,0.45056,S:1,blank:1,nematode,Caenorhabditis elegans,28379943,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,516,0.3946053946053946,0.394,0.5405221387779151
Dihydrorotenon,1,1,1,1,13.02,13.02,1.0,0.0,0.0,1.0,0.25,0.45052,S:1,blank:1,nematode,Caenorhabditis elegans,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,517,0.37362637362637363,0.373,0.5368453270885258
"3,4-dichloroisocoumarin",1,1,1,1,13.0,13.0,1.0,0.0,0.0,1.0,0.25,0.4505,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,518,0.3966033966033966,0.396,0.5039844726392739
Bezafibrate,1,1,1,1,13.0,13.0,1.0,0.0,0.0,1.0,0.25,0.4505,S:1,blank:1,nematode,Caenorhabditis elegans,23603800,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,519,0.3966033966033966,0.396,0.53861691255377
Bismuth sodium tryglycollamate,1,1,1,1,13.0,13.0,1.0,0.0,0.0,1.0,0.25,0.4505,NS:1,blank:1,insect,Drosophila melanogaster,4397875,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,520,0.25874125874125875,0.258,0.760362640842138
Danazol,1,1,1,1,13.0,13.0,1.0,0.0,0.0,1.0,0.25,0.4505,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,521,0.3926073926073926,0.392,0.513361479993036
Diallyl trisulfide,1,1,1,1,13.0,13.0,1.0,0.0,0.0,1.0,0.25,0.4505,S:1,blank:1,nematode,Caenorhabditis elegans,21296648,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,522,0.43656343656343655,0.436,0.5116832477554651
KT172,1,1,1,1,13.0,13.0,1.0,0.0,0.0,1.0,0.25,0.4505,S:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,523,0.3936063936063936,0.393,0.5215925145697653
Ketanserin tartrate,1,1,1,1,13.0,13.0,1.0,0.0,0.0,1.0,0.25,0.4505,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,524,0.4065934065934066,0.406,0.5333560919712943
HF,1,1,1,1,12.7,12.7,1.0,0.0,0.0,1.0,0.25,0.4502,S:1,blank:1,nematode,Caenorhabditis elegans,33974957,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,525,0.43656343656343655,0.436,0.5101607713240719
Phosphatidylethanolamine,1,1,1,1,12.7,12.7,1.0,0.0,0.0,1.0,0.25,0.4502,S:1,blank:1,nematode,Caenorhabditis elegans,33974957,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,526,0.42957042957042957,0.429,0.5348601804088705
Liuwei Dihuang Wan,1,1,1,1,12.6,12.6,1.0,0.0,0.0,1.0,0.25,0.4501,S:1,blank:1,nematode,Caenorhabditis elegans,24952637,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,527,0.42857142857142855,0.428,0.5029521959539749
"2,3-Dehydrosilybin A",1,1,1,1,12.55,12.55,1.0,0.0,0.0,1.0,0.25,0.45005,S:1,blank:1,nematode,Caenorhabditis elegans,28039083,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,528,0.3926073926073926,0.392,0.531337956625549
Alsterpaullone,1,1,1,1,12.55,12.55,1.0,0.0,0.0,1.0,0.25,0.45005,S:1,blank:1,nematode,Caenorhabditis elegans,31089188,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,529,0.4155844155844156,0.415,0.5396010307398952
HuminFeed,1,1,1,1,12.5,12.5,1.0,0.0,0.0,1.0,0.25,0.45,S:1,blank:1,nematode,Caenorhabditis elegans,22529848,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,530,0.43356643356643354,0.433,0.5071321383521386
Lappaol F,1,1,1,1,12.5,12.5,1.0,0.0,0.0,1.0,0.25,0.45,S:1,blank:1,nematode,Caenorhabditis elegans,26141518,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,531,0.4325674325674326,0.432,0.5107112240862721
4‐methyl‐2‐oxovalerate,1,1,1,1,12.44,12.44,1.0,0.0,0.0,1.0,0.25,0.44994,S:1,blank:1,nematode,Caenorhabditis elegans,26729005,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,532,0.44555444555444557,0.445,0.49103165284203293
Procyanidins,1,1,1,1,12.1,12.1,1.0,0.0,0.0,1.0,0.25,0.4496,S:1,blank:1,nematode,Caenorhabditis elegans,20717869,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,533,0.42657342657342656,0.426,0.5361632651083404
"1,2,4-triazolo[1,5-a]pyridine",1,1,1,1,12.0,12.0,1.0,0.0,0.0,1.0,0.25,0.4495,S:1,blank:1,nematode,Caenorhabditis elegans,22509764,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,534,0.43356643356643354,0.433,0.5072806304047089
Aluminum acetylsalicylate,1,1,1,1,12.0,12.0,1.0,0.0,0.0,1.0,0.25,0.4495,NS:1,blank:1,insect,Drosophila melanogaster,4397875,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,535,0.27972027972027974,0.279,0.7950595565672413
Branched-chain amino acids,1,1,1,1,12.0,12.0,1.0,0.0,0.0,1.0,0.25,0.4495,S:1,NS:1,mammal,Mus musculus,20889128,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,536,0.1798201798201798,0.179,0.8379192149208113
Guanabenz acetate,1,1,1,1,12.0,12.0,1.0,0.0,0.0,1.0,0.25,0.4495,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,537,0.42357642357642356,0.423,0.5424994950378664
Q3'G,1,1,1,1,12.0,12.0,1.0,0.0,0.0,1.0,0.25,0.4495,S:1,blank:1,nematode,Caenorhabditis elegans,21563825,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,538,0.43156843156843155,0.431,0.5239558781250402
Quinidine sulfate,1,1,1,1,12.0,12.0,1.0,0.0,0.0,1.0,0.25,0.4495,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,539,0.4405594405594406,0.44,0.519720094052111
SQDB,1,1,1,1,12.0,12.0,1.0,0.0,0.0,1.0,0.25,0.4495,S:1,blank:1,nematode,Caenorhabditis elegans,20179756,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,540,0.42857142857142855,0.428,0.5285037805100248
Trametinib,1,1,1,1,12.0,12.0,1.0,0.0,0.0,1.0,0.25,0.4495,S:1,blank:1,insect,Drosophila melanogaster,26119340,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,541,0.2947052947052947,0.294,0.7381653350295097
Arbutin,1,1,1,1,11.89,11.89,1.0,0.0,0.0,1.0,0.25,0.44939,S:1,blank:1,nematode,Caenorhabditis elegans,29340230,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,542,0.42957042957042957,0.429,0.5495705645958806
Chlorophenyalanine,1,1,1,1,11.86,11.86,1.0,0.0,0.0,1.0,0.25,0.44936,S:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,543,0.27672327672327673,0.276,0.7694860645360916
Lutein,1,1,1,1,11.4,11.4,1.0,0.0,0.0,1.0,0.25,0.4489,S:1,blank:1,insect,Drosophila melanogaster,23993264,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,544,0.3276723276723277,0.327,0.7352602336251179
(Iso)lappaol A,1,1,1,1,11.2,11.2,1.0,0.0,0.0,1.0,0.25,0.4487,S:1,blank:1,nematode,Caenorhabditis elegans,26141518,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,545,0.45054945054945056,0.45,0.5147023252872341
Jujube fruit extract,1,1,1,1,11.1,11.1,1.0,0.0,0.0,1.0,0.25,0.4486,S:1,blank:1,insect,Drosophila melanogaster,28251407,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,546,0.2777222777222777,0.277,0.7723319415833667
"7-cyclopentyl-5-(4-phenoxy)phenyl-7H-pyrrolo[2,3-d]pyrimidin-4-ylamine",1,1,1,1,11.0,11.0,1.0,0.0,0.0,1.0,0.25,0.4485,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,547,0.47052947052947053,0.47,0.5306631308883426
ABC5,1,1,1,1,11.0,11.0,1.0,0.0,0.0,1.0,0.25,0.4485,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,548,0.4755244755244755,0.475,0.5351303060867723
ABC92,1,1,1,1,11.0,11.0,1.0,0.0,0.0,1.0,0.25,0.4485,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,549,0.4565434565434565,0.456,0.5097963363657625
Cocoa extract,1,1,1,1,11.0,11.0,1.0,0.0,0.0,1.0,0.25,0.4485,S:1,blank:1,mammal,Rattus norvegicus,18179729,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,550,0.35064935064935066,0.35,0.8506100736855257
Cortexolone maleate,1,1,1,1,11.0,11.0,1.0,0.0,0.0,1.0,0.25,0.4485,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,551,0.44655344655344653,0.446,0.4989790105310643
DNIC-1a,1,1,1,1,11.0,11.0,1.0,0.0,0.0,1.0,0.25,0.4485,S:1,blank:1,nematode,Caenorhabditis elegans,29858679,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,552,0.5064935064935064,0.506,0.48746252569809645
Marine collagen peptides,1,1,1,1,11.0,11.0,1.0,0.0,0.0,1.0,0.25,0.4485,S:1,blank:1,mammal,Rattus norvegicus,20553190,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,553,0.3206793206793207,0.32,0.8493136173785106
Pyridoxine,1,1,1,1,10.5,10.5,1.0,0.0,0.0,1.0,0.25,0.448,S:1,blank:1,insect,Drosophila melanogaster,18856648,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,554,0.2907092907092907,0.29,0.750953745515683
Felbinac,1,1,1,1,10.49,10.49,1.0,0.0,0.0,1.0,0.25,0.44799,S:1,blank:1,nematode,Caenorhabditis elegans,30970250,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,555,0.46153846153846156,0.461,0.5189150881857828
10-hydroxy-2-decenoic Acid,1,1,1,1,10.0,10.0,1.0,0.0,0.0,1.0,0.25,0.4475,S:1,blank:1,nematode,Caenorhabditis elegans,25789174,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,556,0.5224775224775224,0.522,0.5008323018048725
Arsenite,1,1,1,1,10.0,10.0,1.0,0.0,0.0,1.0,0.25,0.4475,S:1,blank:1,nematode,Caenorhabditis elegans,23534459,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,557,0.5154845154845155,0.515,0.5067935913174322
BRL 15572,1,1,1,1,10.0,10.0,1.0,0.0,0.0,1.0,0.25,0.4475,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,558,0.4785214785214785,0.478,0.5290282726501588
CASIN,1,1,1,1,10.0,10.0,1.0,0.0,0.0,1.0,0.25,0.4475,S:1,blank:1,mammal,Mus musculus,32755011,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,559,0.25074925074925075,0.25,0.8235860324926924
KT135,1,1,1,1,10.0,10.0,1.0,0.0,0.0,1.0,0.25,0.4475,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,560,0.5274725274725275,0.527,0.49827769215544765
KT170,1,1,1,1,10.0,10.0,1.0,0.0,0.0,1.0,0.25,0.4475,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,561,0.5004995004995005,0.5,0.5384948510808746
LY444711 (GHS-R1a agonist),1,1,1,1,10.0,10.0,1.0,0.0,0.0,1.0,0.25,0.4475,NS:1,S:1,mammal,Mus musculus,36734122,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,562,0.2177822177822178,0.217,0.8794337932988422
Metoprolol,1,1,1,1,10.0,10.0,1.0,0.0,0.0,1.0,0.25,0.4475,S:1,NS:1,mammal,Mus musculus,23314750,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,563,0.2127872127872128,0.212,0.8274400106771376
Oridonin,1,1,1,1,10.0,10.0,1.0,0.0,0.0,1.0,0.25,0.4475,NS:1,NS:1,mammal,Mus musculus,35662728,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,564,0.22677322677322678,0.226,0.8237515105901201
Phosphatidylinositol ether lipid analogue 6,1,1,1,1,10.0,10.0,1.0,0.0,0.0,1.0,0.25,0.4475,S:1,blank:1,nematode,Caenorhabditis elegans,23543623,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,565,0.4965034965034965,0.496,0.4890226123450021
Cytidine,1,1,1,1,9.83,9.83,1.0,0.0,0.0,1.0,0.25,0.44733,S:1,blank:1,nematode,Caenorhabditis elegans,31232697,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,566,0.5234765234765235,0.523,0.4952746399380885
Sodim cyclamate,1,1,1,1,9.77,9.77,1.0,0.0,0.0,1.0,0.25,0.44727,S:1,blank:1,mammal,Rattus norvegicus,5132583,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,567,0.37462537462537465,0.374,0.7913823753910395
APHS,1,1,1,1,9.6,9.6,1.0,0.0,0.0,1.0,0.25,0.4471,S:1,blank:1,insect,Drosophila melanogaster,26305987,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,568,0.31368631368631367,0.313,0.7977555227763582
Pictilisib,1,1,1,1,9.6,9.6,1.0,0.0,0.0,1.0,0.25,0.4471,S:1,blank:1,nematode,Caenorhabditis elegans,23543623,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,569,0.5324675324675324,0.532,0.49829023202763234
NS-398,1,1,1,1,9.3,9.3,1.0,0.0,0.0,1.0,0.25,0.4468,S:1,blank:1,insect,Drosophila melanogaster,26305987,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,570,0.3306693306693307,0.33,0.777045179118495
