compound_name,num_experiments,num_species,num_taxa,num_pmids,median_effect,trimmed_mean_effect,sign_consistency,leave_one_species_out_stability,leave_one_taxon_out_stability,aggregation_stability,breadth_score,robustness_score,avg_significance_summary,max_significance_summary,taxa_present,species_present,pmids,evidence_tier,robust_flag,thin_evidence_reason,rank,empirical_p_value,null_exceedance_rate,null_z_score
Jania acutilobum extract,1,1,1,1,9.1,9.1,1.0,0.0,0.0,1.0,0.25,0.4466,S:1,blank:1,rotifer,Brachionus manjavacas,24120568,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,571,0.5784215784215784,0.578,0.255617281539378
Silybin A/B,1,1,1,1,9.04,9.04,1.0,0.0,0.0,1.0,0.25,0.44654,S:1,blank:1,nematode,Caenorhabditis elegans,28039083,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,572,0.5194805194805194,0.519,0.5075936802895437
Sesamol,1,1,1,1,9.01,9.01,1.0,0.0,0.0,1.0,0.25,0.44651,NS:1,blank:1,nematode,Caenorhabditis elegans,30118882,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,573,0.5224775224775224,0.522,0.49202016349655264
Betaine,1,1,1,1,9.0,9.0,1.0,0.0,0.0,1.0,0.25,0.4465,S:1,blank:1,nematode,Caenorhabditis elegans,25643626,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,574,0.5344655344655345,0.534,0.5139412368494857
Hesperetin,1,1,1,1,9.0,9.0,1.0,0.0,0.0,1.0,0.25,0.4465,S:1,S:1,mammal,Mus musculus,35871686,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,575,0.26573426573426573,0.265,0.841820521889612
L2-Cmu (IGF-1R antagonist),1,1,1,1,9.0,9.0,1.0,0.0,0.0,1.0,0.25,0.4465,S:1,NS:1,mammal,Mus musculus,29921922,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,576,0.2677322677322677,0.267,0.8241963089110971
Procyanidin C1,1,1,1,1,9.0,9.0,1.0,0.0,0.0,1.0,0.25,0.4465,S:1,blank:1,mammal,Mus musculus,34873338,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,577,0.2627372627372627,0.262,0.8767666707622552
SRT1720 (SIRT1 activator),1,1,1,1,9.0,9.0,1.0,0.0,0.0,1.0,0.25,0.4465,S:1,NS:1,mammal,Mus musculus,24582957,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,578,0.26873126873126874,0.268,0.8115033668494411
DETA NONOate,1,1,1,1,8.9,8.9,1.0,0.0,0.0,1.0,0.25,0.4464,S:1,blank:1,nematode,Caenorhabditis elegans,23415229,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,579,0.5544455544455544,0.554,0.4983747754200515
GDF11,1,1,1,1,8.51,8.51,1.0,0.0,0.0,1.0,0.25,0.44601,S:1,blank:1,fish,Nothobranchius guentheri,30519861,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,580,1.0,1.0,-1.1954113386450091
Peyssonnelia extract,1,1,1,1,8.5,8.5,1.0,0.0,0.0,1.0,0.25,0.446,S:1,blank:1,rotifer,Brachionus manjavacas,24120568,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,581,0.7482517482517482,0.748,0.2104502320879561
CMS121,1,1,1,1,8.46,8.46,1.0,0.0,0.0,1.0,0.25,0.44596,S:1,blank:1,insect,Drosophila melanogaster,33550278,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,582,0.36863136863136864,0.368,0.7371735680517209
7-methylxanthine,1,1,1,1,8.41,8.41,1.0,0.0,0.0,1.0,0.25,0.44591000000000003,S:1,blank:1,nematode,Caenorhabditis elegans,30061824,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,583,0.5114885114885115,0.511,0.5218421928285382
Indirubin,1,1,1,1,8.2,8.2,1.0,0.0,0.0,1.0,0.25,0.4457,S:1,blank:1,insect,Drosophila melanogaster,22363408,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,584,0.35064935064935066,0.35,0.7186163127317275
Holothuria scabra extract,1,1,1,1,8.12,8.12,1.0,0.0,0.0,1.0,0.25,0.44562,S:1,blank:1,nematode,Caenorhabditis elegans,29902502,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,585,0.5494505494505495,0.549,0.5106361520702964
AMN082,1,1,1,1,8.0,8.0,1.0,0.0,0.0,1.0,0.25,0.4455,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,586,0.6003996003996004,0.6,0.4615880159037826
BP-C3 (benzenepolycarboxylic acids mixture),1,1,1,1,8.0,8.0,1.0,0.0,0.0,1.0,0.25,0.4455,S:1,S:1,mammal,Mus musculus,27574962,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,587,0.3016983016983017,0.301,0.7873816196319493
Lonidamine,1,1,1,1,8.0,8.0,1.0,0.0,0.0,1.0,0.25,0.4455,S:1,blank:1,nematode,Caenorhabditis elegans,21932172,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,588,0.5664335664335665,0.566,0.5014606603283244
MPTP,1,1,1,1,8.0,8.0,1.0,0.0,0.0,1.0,0.25,0.4455,S:1,blank:1,nematode,Caenorhabditis elegans,24199155,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,589,0.5594405594405595,0.559,0.5205377797961954
Maltose,1,1,1,1,8.0,8.0,1.0,0.0,0.0,1.0,0.25,0.4455,S:1,blank:1,nematode,Caenorhabditis elegans,20477758,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,590,0.5834165834165834,0.583,0.5290585911701376
sodium L-thiazolidine-4-carboxylate,1,1,1,1,8.0,8.0,1.0,0.0,0.0,1.0,0.25,0.4455,S:1,blank:1,insect,Drosophila melanogaster,118043,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,591,0.3756243756243756,0.375,0.7206295564045276
Hon Tsai Tai extract,1,1,1,1,7.97,7.97,1.0,0.0,0.0,1.0,0.25,0.44547,S:1,blank:1,nematode,Caenorhabditis elegans,26726147,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,592,0.5564435564435565,0.556,0.5106079180964181
Dichloroacetate,1,1,1,1,7.9,7.9,1.0,0.0,0.0,1.0,0.25,0.4454,S:1,blank:1,nematode,Caenorhabditis elegans,21153705,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,593,0.5774225774225774,0.577,0.492257180094173
Glaucarubinone,1,1,1,1,7.9,7.9,1.0,0.0,0.0,1.0,0.25,0.4454,S:1,blank:1,nematode,Caenorhabditis elegans,21264793,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,594,0.5864135864135864,0.586,0.4759687773298164
1-methyl nicotinamide,1,1,1,1,7.7,7.7,1.0,0.0,0.0,1.0,0.25,0.4452,S:1,blank:1,nematode,Caenorhabditis elegans,24077178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,595,0.5604395604395604,0.56,0.5116139918413352
ZD7114,1,1,1,1,7.51,7.51,1.0,0.0,0.0,1.0,0.25,0.44501,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,596,0.3786213786213786,0.378,0.7781452280060293
Pravastatin,1,1,1,1,7.5,7.5,1.0,0.0,0.0,1.0,0.25,0.445,S:1,blank:1,rotifer,Brachionus manjavacas,29340835,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,597,0.8381618381618382,0.838,0.19852361013350767
"2,3-Dehydrosilybin B",1,1,1,1,7.18,7.18,1.0,0.0,0.0,1.0,0.25,0.44468,S:1,blank:1,nematode,Caenorhabditis elegans,28039083,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,598,0.5884115884115884,0.588,0.46988247741321976
Silychristin A/B,1,1,1,1,7.06,7.06,1.0,0.0,0.0,1.0,0.25,0.44456,S:1,blank:1,nematode,Caenorhabditis elegans,28039083,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,599,0.6123876123876124,0.612,0.45757576152365304
L-Valine,1,1,1,1,7.05,7.05,1.0,0.0,0.0,1.0,0.25,0.44455,S:1,blank:1,nematode,Caenorhabditis elegans,26620638,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,600,0.5904095904095904,0.59,0.48513314931966856
Phosphatidylserine,1,1,1,1,7.02,7.02,1.0,0.0,0.0,1.0,0.25,0.44452,S:1,blank:1,nematode,Caenorhabditis elegans,31915963,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,601,0.5634365634365635,0.563,0.5037816739265126
"(R,R)-cis-Diethyl tetrahydro-2,8-chrysenediol",1,1,1,1,7.0,7.0,1.0,0.0,0.0,1.0,0.25,0.4445,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,602,0.5774225774225774,0.577,0.49062634465357646
Beta-estradiol,1,1,1,1,7.0,7.0,1.0,0.0,0.0,1.0,0.25,0.4445,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,603,0.5634365634365635,0.563,0.5299226499529217
Buformin,1,1,1,1,7.0,7.0,1.0,0.0,0.0,1.0,0.25,0.4445,S:1,blank:1,mammal,Rattus norvegicus,14618027,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,604,0.4485514485514486,0.448,0.7862460958360576
Picolinic acid,1,1,1,1,7.0,7.0,1.0,0.0,0.0,1.0,0.25,0.4445,S:1,blank:1,nematode,Caenorhabditis elegans,25643626,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,605,0.5944055944055944,0.594,0.47753949849750704
Tomatidine,1,1,1,1,7.0,7.0,1.0,0.0,0.0,1.0,0.25,0.4445,S:1,blank:1,nematode,Caenorhabditis elegans,28397803,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,606,0.5984015984015985,0.598,0.5066023278168685
Isosilybin A/B,1,1,1,1,6.82,6.82,1.0,0.0,0.0,1.0,0.25,0.44432,S:1,blank:1,nematode,Caenorhabditis elegans,28039083,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,607,0.6293706293706294,0.629,0.4552573753468766
Morpholinosydnonimine HCl,1,1,1,1,6.81,6.81,1.0,0.0,0.0,1.0,0.25,0.44431,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,608,0.3776223776223776,0.377,0.7262019704741561
KU0063794,1,1,1,1,6.7,6.7,1.0,0.0,0.0,1.0,0.25,0.4442,S:1,blank:1,mammal,Mus musculus,37269831,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,609,0.34465534465534464,0.344,0.8041621720437959
4112_3315,1,1,1,1,6.69,6.69,1.0,0.0,0.0,1.0,0.25,0.44419,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,610,0.4155844155844156,0.415,0.7225804489590252
"trans-2,40,5-trihydroxystilbene",1,1,1,1,6.44,6.44,1.0,0.0,0.0,1.0,0.25,0.44394,S:1,blank:1,nematode,Caenorhabditis elegans,27882602,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,611,0.6153846153846154,0.615,0.48389653146472067
G109,1,1,1,1,6.25,6.25,1.0,0.0,0.0,1.0,0.25,0.44375,S:1,blank:1,nematode,Caenorhabditis elegans,25437839,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,612,0.5874125874125874,0.587,0.5059761680578347
ABC35,1,1,1,1,6.0,6.0,1.0,0.0,0.0,1.0,0.25,0.4435,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,613,0.6273726273726273,0.627,0.48894160987625745
Ivabradine,1,1,1,1,6.0,6.0,1.0,0.0,0.0,1.0,0.25,0.4435,S:1,NS:1,mammal,Mus musculus,25589054,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,614,0.37962037962037964,0.379,0.8064584839515254
JW1039,1,1,1,1,6.0,6.0,1.0,0.0,0.0,1.0,0.25,0.4435,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,615,0.6113886113886113,0.611,0.509407692018321
Xylose,1,1,1,1,6.0,6.0,1.0,0.0,0.0,1.0,0.25,0.4435,S:1,blank:1,nematode,Caenorhabditis elegans,25643626,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,616,0.6093906093906094,0.609,0.48640579862144157
Silydianin,1,1,1,1,5.88,5.88,1.0,0.0,0.0,1.0,0.25,0.44338,S:1,blank:1,nematode,Caenorhabditis elegans,28039083,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,617,0.6203796203796204,0.62,0.4711732214324847
PPG,1,1,1,1,5.87,5.87,1.0,0.0,0.0,1.0,0.25,0.44337,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,618,0.4225774225774226,0.422,0.7525539364081552
LY165_163,1,1,1,1,5.71,5.71,1.0,0.0,0.0,1.0,0.25,0.44321,S:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,619,0.44155844155844154,0.441,0.7287196926315884
Kaempferol,1,1,1,1,5.63,5.63,1.0,0.0,0.0,1.0,0.25,0.44313,S:1,blank:1,nematode,Caenorhabditis elegans,22155175,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,620,0.6413586413586414,0.641,0.44593131549459486
"1,3-dimemethyl Xan",1,1,1,1,5.54,5.54,1.0,0.0,0.0,1.0,0.25,0.44304,S:1,blank:1,nematode,Caenorhabditis elegans,30061824,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,621,0.6383616383616384,0.638,0.4580685127387538
N-nitrosodimethylamine,1,1,1,1,5.5,5.5,1.0,0.0,0.0,1.0,0.25,0.443,S:1,blank:1,nematode,Caenorhabditis elegans,25556763,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,622,0.6513486513486514,0.651,0.4385291390497587
Prunetin,1,1,1,1,5.19,5.19,1.0,0.0,0.0,1.0,0.25,0.44269000000000003,S:1,blank:1,insect,Drosophila melanogaster,26538555,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,623,0.43756243756243757,0.437,0.7761842280070744
1-methylxanthine,1,1,1,1,5.05,5.05,1.0,0.0,0.0,1.0,0.25,0.44255,S:1,blank:1,nematode,Caenorhabditis elegans,30061824,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,624,0.6273726273726273,0.627,0.4969632681196626
ABC101,1,1,1,1,5.0,5.0,1.0,0.0,0.0,1.0,0.25,0.4425,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,625,0.6593406593406593,0.659,0.4556778872265615
KT203,1,1,1,1,5.0,5.0,1.0,0.0,0.0,1.0,0.25,0.4425,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,626,0.6483516483516484,0.648,0.4956001139799112
Piericidin A,1,1,1,1,5.0,5.0,1.0,0.0,0.0,1.0,0.25,0.4425,S:1,blank:1,nematode,Caenorhabditis elegans,24199155,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,627,0.6393606393606394,0.639,0.5063756661135156
SU 4312,1,1,1,1,5.0,5.0,1.0,0.0,0.0,1.0,0.25,0.4425,S:1,blank:1,nematode,Caenorhabditis elegans,24134630,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,628,0.6353646353646354,0.635,0.4880814901376242
Tetracaine HCl,1,1,1,1,4.81,4.81,1.0,0.0,0.0,1.0,0.25,0.44231,NS:1,blank:1,nematode,Caenorhabditis elegans,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,629,0.6553446553446554,0.655,0.46408976283353615
Zomepirac sodium,1,1,1,1,4.59,4.59,1.0,0.0,0.0,1.0,0.25,0.44209,NS:1,blank:1,nematode,Caenorhabditis elegans,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,630,0.6513486513486514,0.651,0.4970392514355767
Casein,1,1,1,1,4.34,4.34,1.0,0.0,0.0,1.0,0.25,0.44184,S:1,blank:1,insect,Drosophila melanogaster,27388939,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,631,0.4595404595404595,0.459,0.7542526096638323
Norcantharidin,1,1,1,1,4.28,4.28,1.0,0.0,0.0,1.0,0.25,0.44178,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,632,0.46853146853146854,0.468,0.7205395119311029
N-tert-butyl-alpha-phenylnitrone,1,1,1,1,4.0,4.0,1.0,0.0,0.0,1.0,0.25,0.4415,S:1,blank:1,mammal,Mus musculus,9614711,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,633,0.47152847152847155,0.471,0.7989696019408614
Antalarmin,1,1,1,1,3.79,3.79,1.0,0.0,0.0,1.0,0.25,0.44129,NS:1,blank:1,nematode,Caenorhabditis elegans,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,634,0.7062937062937062,0.706,0.45804303110826067
"trans-3,5-dimethoxy-4-fluoro-4'-hydroxystilbene",1,1,1,1,3.63,3.63,1.0,0.0,0.0,1.0,0.25,0.44113,S:1,blank:1,nematode,Caenorhabditis elegans,27882602,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,635,0.6803196803196803,0.68,0.45081035283859283
Tetracaine,1,1,1,1,3.18,3.18,1.0,0.0,0.0,1.0,0.25,0.44068,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,636,0.5394605394605395,0.539,0.7202206542226558
BIA 10-2474,1,1,1,1,3.0,3.0,1.0,0.0,0.0,1.0,0.25,0.4405,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,637,0.7082917082917083,0.708,0.4231272616091571
N-(3-(aminomethyl)benzyl)acetamidine,1,1,1,1,3.0,3.0,1.0,0.0,0.0,1.0,0.25,0.4405,S:1,blank:1,insect,Drosophila melanogaster,24096697,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,638,0.5674325674325674,0.567,0.6851334182072559
ortho-topolin,1,1,1,1,3.0,3.0,1.0,0.0,0.0,1.0,0.25,0.4405,NS:1,blank:1,nematode,Caenorhabditis elegans,29255944,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,639,0.6913086913086913,0.691,0.47433670951811346
PhenylFuroxancarbonitrile,1,1,1,1,2.93,2.93,1.0,0.0,0.0,1.0,0.25,0.44043,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,640,0.5374625374625375,0.537,0.7095593878387395
Sesamolin,1,1,1,1,2.92,2.92,1.0,0.0,0.0,1.0,0.25,0.44042,NS:1,blank:1,nematode,Caenorhabditis elegans,30118882,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,641,0.6943056943056943,0.694,0.46903257571473006
Oxarbazepine,1,1,1,1,2.84,2.84,1.0,0.0,0.0,1.0,0.25,0.44034,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,642,0.5554445554445554,0.555,0.7003745722639041
Centylpyridinium-Cl,1,1,1,1,2.74,2.74,1.0,0.0,0.0,1.0,0.25,0.44024,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,643,0.5394605394605395,0.539,0.7174842585060797
ABC44,1,1,1,1,2.0,2.0,1.0,0.0,0.0,1.0,0.25,0.4395,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,644,0.7072927072927073,0.707,0.47179128018736977
KLH45b,1,1,1,1,2.0,2.0,1.0,0.0,0.0,1.0,0.25,0.4395,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,645,0.7082917082917083,0.708,0.4503744676927401
URB597,1,1,1,1,2.0,2.0,1.0,0.0,0.0,1.0,0.25,0.4395,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,646,0.7062937062937062,0.706,0.4819725826919046
Trifluoperazine-HCl,1,1,1,1,1.63,1.63,1.0,0.0,0.0,1.0,0.25,0.43913,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,647,0.5894105894105894,0.589,0.7232697236263099
Acivicin,1,1,1,1,1.46,1.46,1.0,0.0,0.0,1.0,0.25,0.43896,NS:1,blank:1,nematode,Caenorhabditis elegans,34267196,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,648,0.7142857142857143,0.714,0.4820273583216847
5-Hydroxy-L-tryptophan,1,1,1,1,1.17,1.17,1.0,0.0,0.0,1.0,0.25,0.43867,NS:1,blank:1,insect,Drosophila melanogaster,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,649,0.5864135864135864,0.586,0.7295616358226475
JJH322,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.4385,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,650,0.7392607392607392,0.739,0.45542104998936694
MJN200,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.4385,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,651,0.7662337662337663,0.766,0.40746331116808787
Palmostatin M,1,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0.25,0.4385,NS:1,blank:1,nematode,Caenorhabditis elegans,30911178,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,652,0.7182817182817183,0.718,0.4703283001269237
"3-amino-1,2,4-triazole",1,1,1,1,0.96,0.96,1.0,0.0,0.0,1.0,0.25,0.43846,NS:1,blank:1,insect,Musca domestica,6661212,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,653,0.1878121878121878,0.187,1.900996094743748
3-methylxanthine,1,1,1,1,0.93,0.93,1.0,0.0,0.0,1.0,0.25,0.43843,NS:1,blank:1,nematode,Caenorhabditis elegans,30061824,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,654,0.7462537462537463,0.746,0.4367377861716549
Tryptophen,1,1,1,1,0.83,0.83,1.0,0.0,0.0,1.0,0.25,0.43833,NS:1,blank:1,nematode,Caenorhabditis elegans,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,655,0.7432567432567433,0.743,0.45171208601093554
ZD7114 hydrochloride,1,1,1,1,0.57,0.57,1.0,0.0,0.0,1.0,0.25,0.43807,NS:1,blank:1,nematode,Caenorhabditis elegans,33008901,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,656,0.7572427572427572,0.757,0.4550428266773398
NT219,1,1,1,1,0.16,0.16,1.0,0.0,0.0,1.0,0.25,0.43766,NS:1,blank:1,nematode,Caenorhabditis elegans,24261972,thin_evidence,False,species_lt_2;experiments_lt_3;pmids_lt_2;taxa_lt_2,657,0.7642357642357642,0.764,0.44294461503998955
Aspirin,31,4,3,11,1.0,12.268400000000002,0.6451612903225806,1.0,1.0,1.0,1.0,0.8913006580645161,NS:13;S:18,NS:7;blank:24,insect;mammal;nematode,Acheta domesticus;Caenorhabditis elegans;Drosophila melanogaster;Mus musculus,18631321;20819793;22866967;23485446;25833406;26305987;28910305;30916479;3921599;4397875;4788962,conflicted,False,,658,0.7622377622377622,0.762,-0.5085570493852265
Nordihydroguaiaretic acid,21,4,3,8,9.0,7.917647058823529,0.6190476190476191,1.0,1.0,1.0,1.0,0.8817271708683474,NS:10;S:11,NS:11;blank:10,insect;mammal;nematode,Aedes aegypti;Caenorhabditis elegans;Drosophila melanogaster;Mus musculus,18631321;20819793;25380600;27312235;31602311;33008901;3749035;6821144,conflicted,False,,659,0.8751248751248751,0.875,-0.6042988387201333
Alpha-lipoic acid,5,4,3,5,12.0,11.440000000000001,0.6,1.0,1.0,1.0,0.9444444444444445,0.8619955555555555,NS:2;S:2;blank:1,NS:1;blank:4,insect;mammal;nematode,Caenorhabditis elegans;Drosophila melanogaster;Mus musculus;Rattus norvegicus,15059645;15328413;17156833;18486188;18755260,conflicted,False,,660,0.4805194805194805,0.48,0.42599629849038473
Resveratrol,170,12,6,37,1.35,3.6744117647058823,0.5235294117647059,1.0,1.0,1.0,1.0,0.858380294117647,NS:111;S:57;blank:2,NS:6;blank:164,crustacean;fish;fungus;insect;mammal;nematode,Aedes aegypti;Anastrepha ludens;Anopheles stephensi;Apis mellifera;Caenorhabditis briggsae;Caenorhabditis elegans;Daphnia pulex;Drosophila melanogaster;Mus musculus;Nothobranchius furzeri;Nothobranchius guentheri;Saccharomyces cerevisiae,12939617;15254550;15684413;16256736;16461283;17156081;17460219;17875315;19264118;20974732;21364612;21597195;22083438;22451473;22484922;22868943;22950425;22960591;23220248;23439553;23600385;23698443;24133070;25569124;25848933;25976661;27190265;27683245;27732590;27882602;28412652;28727758;29324667;29874838;30320257;31281576;31820364,conflicted,False,,661,1.0,1.0,-4.579195272194612
